سؤال,شماره دامنه,عنوان دامنه,شماره سؤال,گزینه ۰,گزینه ۱,گزینه ۲,گزینه ۳,اقدام اصلاحی بخش,تشخیص پشت‌صحنه سؤال,تفسیر امتیاز (بخش),تفسیر امتیاز (سؤال),عارضه‌های تشخیصی بخش
برای اینکه مشتری از شما خرید کند، مسیر خرید چقدر کوتاه و راحت است؟,12,نهایی‌سازی فروش,2,مسیر پیچیده، کند یا وابسته به هماهنگی زیاد است.,مسیر قابل انجام است، اما اصطکاک دارد.,مسیر نسبتاً ساده است.,مسیر خرید کوتاه، روشن، کم‌اصطکاک و قابل پیگیری است.,ساده و روشن‌کردن مسیر اقدام/پرداخت، کاهش اصطکاک خرید، شفاف‌کردن قیمت و شرایط، پیگیری زمان‌بندی‌شدهٔ مشتری آماده و ارسال استاندارد تأیید/تشکر و قدم بعدی پس از خرید.,میزان اصطکاک و سادگی مسیر خرید را می‌سنجد.,جمع ۵ سؤال (۰ تا ۱۵). ۰–۳ بحرانی: ریزش لحظهٔ خرید. ۴–۶ ضعیف: مسیر پراصطکاک. ۷–۹ متوسط: مسیر نسبتاً ساده. ۱۰–۱۲ سالم: نهایی‌سازی روان. ۱۳–۱۵ پیشرفته: مسیر خرید کم‌اصطکاک، شفاف و پیگیری‌شده.,۰ بحرانی: مسیر پیچیده و کند. ۱ ضعیف: قابل انجام ولی پراصطکاک. ۲ متوسط: نسبتاً ساده. ۳ پیشرفته: کوتاه، روشن، کم‌اصطکاک و قابل پیگیری.,عارضهٔ تبدیل و ریزش لحظهٔ خرید. ضعف یعنی نامشخص‌بودن قدم بعدی، مسیر خرید پراصطکاک، مبهم‌بودن قیمت/شرایط، پیگیری نامنظم مشتری آماده و نبود تأیید پس از خرید. نتیجه: ریزش گران‌قیمت در نزدیکی خرید.
قبل از خرید، آیا قیمت، شرایط، مراحل، زمان تحویل یا نحوه دریافت خدمت برای مشتری واضح است؟,12,نهایی‌سازی فروش,3,نه، مشتری باید زیاد سؤال کند.,بخشی از اطلاعات واضح است، اما همه چیز نه.,بیشتر اطلاعات اصلی روشن است.,همه اطلاعات لازم برای تصمیم و خرید شفاف، مرتب و قابل دسترسی است.,ساده و روشن‌کردن مسیر اقدام/پرداخت، کاهش اصطکاک خرید، شفاف‌کردن قیمت و شرایط، پیگیری زمان‌بندی‌شدهٔ مشتری آماده و ارسال استاندارد تأیید/تشکر و قدم بعدی پس از خرید.,شفافیت اطلاعات لازم برای تصمیم و خرید را می‌سنجد.,جمع ۵ سؤال (۰ تا ۱۵). ۰–۳ بحرانی: ریزش لحظهٔ خرید. ۴–۶ ضعیف: مسیر پراصطکاک. ۷–۹ متوسط: مسیر نسبتاً ساده. ۱۰–۱۲ سالم: نهایی‌سازی روان. ۱۳–۱۵ پیشرفته: مسیر خرید کم‌اصطکاک، شفاف و پیگیری‌شده.,۰ بحرانی: مشتری باید زیاد بپرسد. ۱ ضعیف: بخشی شفاف. ۲ متوسط: بیشتر اطلاعات روشن. ۳ پیشرفته: همهٔ اطلاعات شفاف و قابل دسترسی.,عارضهٔ تبدیل و ریزش لحظهٔ خرید. ضعف یعنی نامشخص‌بودن قدم بعدی، مسیر خرید پراصطکاک، مبهم‌بودن قیمت/شرایط، پیگیری نامنظم مشتری آماده و نبود تأیید پس از خرید. نتیجه: ریزش گران‌قیمت در نزدیکی خرید.
وقتی مشتری نشانه‌ای از آمادگی خرید نشان می‌دهد، چقدر سریع و منظم پیگیری می‌شود؟,12,نهایی‌سازی فروش,4,پیگیری نامنظم است و فرصت‌ها از دست می‌روند.,گاهی پیگیری می‌کنیم، اما به حافظه فرد وابسته است.,بیشتر مشتری‌های آماده خرید پیگیری می‌شوند.,پیگیری مشتری آماده خرید زمان‌بندی، مسئول و وضعیت مشخص دارد.,ساده و روشن‌کردن مسیر اقدام/پرداخت، کاهش اصطکاک خرید، شفاف‌کردن قیمت و شرایط، پیگیری زمان‌بندی‌شدهٔ مشتری آماده و ارسال استاندارد تأیید/تشکر و قدم بعدی پس از خرید.,سرعت و نظم پیگیری نشانهٔ آمادگی خرید را می‌سنجد.,جمع ۵ سؤال (۰ تا ۱۵). ۰–۳ بحرانی: ریزش لحظهٔ خرید. ۴–۶ ضعیف: مسیر پراصطکاک. ۷–۹ متوسط: مسیر نسبتاً ساده. ۱۰–۱۲ سالم: نهایی‌سازی روان. ۱۳–۱۵ پیشرفته: مسیر خرید کم‌اصطکاک، شفاف و پیگیری‌شده.,۰ بحرانی: نامنظم و از دست رفتن فرصت. ۱ ضعیف: وابسته به حافظهٔ فرد. ۲ متوسط: بیشتر مشتری‌های آماده پیگیری می‌شوند. ۳ پیشرفته: پیگیری با زمان‌بندی، مسئول و وضعیت مشخص.,عارضهٔ تبدیل و ریزش لحظهٔ خرید. ضعف یعنی نامشخص‌بودن قدم بعدی، مسیر خرید پراصطکاک، مبهم‌بودن قیمت/شرایط، پیگیری نامنظم مشتری آماده و نبود تأیید پس از خرید. نتیجه: ریزش گران‌قیمت در نزدیکی خرید.
بعد از اینکه مشتری خرید می‌کند، آیا بلافاصله می‌فهمد خریدش درست ثبت شده و قدم بعدی چیست؟,12,نهایی‌سازی فروش,5,نه، بعد از پرداخت یا سفارش ابهام دارد.,گاهی تأیید می‌کنیم، اما ساختار ثابت ندارد.,بیشتر خریدها با پیام تأیید و توضیح قدم بعدی همراه است.,بعد از خرید، پیام تأیید، تشکر، زمان‌بندی و قدم بعدی به‌صورت استاندارد ارسال می‌شود.,ساده و روشن‌کردن مسیر اقدام/پرداخت، کاهش اصطکاک خرید، شفاف‌کردن قیمت و شرایط، پیگیری زمان‌بندی‌شدهٔ مشتری آماده و ارسال استاندارد تأیید/تشکر و قدم بعدی پس از خرید.,وجود تأیید و قدم بعدی روشن بلافاصله پس از خرید را می‌سنجد.,جمع ۵ سؤال (۰ تا ۱۵). ۰–۳ بحرانی: ریزش لحظهٔ خرید. ۴–۶ ضعیف: مسیر پراصطکاک. ۷–۹ متوسط: مسیر نسبتاً ساده. ۱۰–۱۲ سالم: نهایی‌سازی روان. ۱۳–۱۵ پیشرفته: مسیر خرید کم‌اصطکاک، شفاف و پیگیری‌شده.,۰ بحرانی: ابهام پس از پرداخت. ۱ ضعیف: تأیید بدون ساختار. ۲ متوسط: بیشتر خریدها با تأیید همراه است. ۳ پیشرفته: پیام تأیید، تشکر، زمان‌بندی و قدم بعدی استاندارد.,عارضهٔ تبدیل و ریزش لحظهٔ خرید. ضعف یعنی نامشخص‌بودن قدم بعدی، مسیر خرید پراصطکاک، مبهم‌بودن قیمت/شرایط، پیگیری نامنظم مشتری آماده و نبود تأیید پس از خرید. نتیجه: ریزش گران‌قیمت در نزدیکی خرید.
بعد از اینکه مشتری از شما خرید می‌کند، معمولاً ارتباط شما با او ادامه پیدا می‌کند؟,13,وفاداری مشتری,1,نه، معمولاً بعد از خرید ارتباط قطع می‌شود.,فقط اگر مشتری خودش پیام بدهد یا مشکلی داشته باشد.,گاهی بعد از خرید پیگیری می‌کنیم.,مسیر مشخصی برای ارتباط بعد از خرید وجود دارد.,طراحی قیف بعد از خرید (تشکر، راهنما، پیگیری رضایت، بازخورد، پیشنهاد مکمل، باشگاه مشتریان، برنامهٔ ارجاع) و تبدیل منظم تجربهٔ مشتریان موفق به کیس/نظر/سوشال‌پروف.,وجود مسیر ارتباط پس از خرید را می‌سنجد.,جمع ۵ سؤال (۰ تا ۱۵). ۰–۳ بحرانی: ارتباط پس از خرید قطع می‌شود. ۴–۶ ضعیف: پیگیری واکنشی. ۷–۹ متوسط: پیگیری گاه‌به‌گاه. ۱۰–۱۲ سالم: مسیر پس از خرید مشخص. ۱۳–۱۵ پیشرفته: وفاداری، خرید مجدد و ارجاع سیستمی.,۰ بحرانی: ارتباط قطع می‌شود. ۱ ضعیف: فقط در صورت پیام/مشکل مشتری. ۲ متوسط: پیگیری گاه‌به‌گاه. ۳ پیشرفته: مسیر مشخص ارتباط پس از خرید.,عارضهٔ بعد از خرید. ضعف یعنی قطع ارتباط پس از خرید، نسنجیدن رضایت، اتفاقی‌بودن خرید مجدد، نبود سیستم ارجاع و استفاده‌نکردن از تجربهٔ مشتری راضی. نتیجه: CAC بالا، CLV پایین و نبود تبلیغات دهان‌به‌دهان.
بعد از خرید، معمولاً می‌فهمید مشتری واقعاً راضی بوده یا نه؟,13,وفاداری مشتری,2,نه، مگر اینکه خودش شکایت کند.,گاهی از بعضی مشتری‌ها می‌پرسیم.,در بیشتر موارد رضایت مشتری را می‌سنجیم.,رضایت، نارضایتی و بازخورد مشتری ثبت و تحلیل می‌شود.,طراحی قیف بعد از خرید (تشکر، راهنما، پیگیری رضایت، بازخورد، پیشنهاد مکمل، باشگاه مشتریان، برنامهٔ ارجاع) و تبدیل منظم تجربهٔ مشتریان موفق به کیس/نظر/سوشال‌پروف.,اندازه‌گیری رضایت واقعی مشتری پس از خرید را می‌سنجد.,جمع ۵ سؤال (۰ تا ۱۵). ۰–۳ بحرانی: ارتباط پس از خرید قطع می‌شود. ۴–۶ ضعیف: پیگیری واکنشی. ۷–۹ متوسط: پیگیری گاه‌به‌گاه. ۱۰–۱۲ سالم: مسیر پس از خرید مشخص. ۱۳–۱۵ پیشرفته: وفاداری، خرید مجدد و ارجاع سیستمی.,۰ بحرانی: فقط در صورت شکایت. ۱ ضعیف: پرسش موردی. ۲ متوسط: سنجش در بیشتر موارد. ۳ پیشرفته: رضایت/نارضایتی/بازخورد ثبت و تحلیل می‌شود.,عارضهٔ بعد از خرید. ضعف یعنی قطع ارتباط پس از خرید، نسنجیدن رضایت، اتفاقی‌بودن خرید مجدد، نبود سیستم ارجاع و استفاده‌نکردن از تجربهٔ مشتری راضی. نتیجه: CAC بالا، CLV پایین و نبود تبلیغات دهان‌به‌دهان.
بعد از خرید اول، آیا برای اینکه مشتری دوباره خرید کند یا پیشنهاد مناسب بعدی را ببیند برنامه‌ای دارید؟,13,وفاداری مشتری,3,نه، خرید مجدد اتفاقی است.,گاهی پیشنهاد بعدی می‌دهیم.,برای بعضی محصولات یا مشتری‌ها پیشنهاد بعدی داریم.,مسیر خرید مجدد، پیشنهاد مکمل و زمان مناسب ارتباط طراحی شده است.,طراحی قیف بعد از خرید (تشکر، راهنما، پیگیری رضایت، بازخورد، پیشنهاد مکمل، باشگاه مشتریان، برنامهٔ ارجاع) و تبدیل منظم تجربهٔ مشتریان موفق به کیس/نظر/سوشال‌پروف.,وجود برنامه برای خرید مجدد و پیشنهاد مکمل را می‌سنجد.,جمع ۵ سؤال (۰ تا ۱۵). ۰–۳ بحرانی: ارتباط پس از خرید قطع می‌شود. ۴–۶ ضعیف: پیگیری واکنشی. ۷–۹ متوسط: پیگیری گاه‌به‌گاه. ۱۰–۱۲ سالم: مسیر پس از خرید مشخص. ۱۳–۱۵ پیشرفته: وفاداری، خرید مجدد و ارجاع سیستمی.,۰ بحرانی: خرید مجدد اتفاقی. ۱ ضعیف: پیشنهاد بعدی موردی. ۲ متوسط: برای بعضی محصولات پیشنهاد بعدی. ۳ پیشرفته: مسیر خرید مجدد و پیشنهاد مکمل طراحی‌شده.,عارضهٔ بعد از خرید. ضعف یعنی قطع ارتباط پس از خرید، نسنجیدن رضایت، اتفاقی‌بودن خرید مجدد، نبود سیستم ارجاع و استفاده‌نکردن از تجربهٔ مشتری راضی. نتیجه: CAC بالا، CLV پایین و نبود تبلیغات دهان‌به‌دهان.
وقتی مشتری از خریدش راضی است، آیا از او می‌خواهید شما را به دیگران معرفی کند یا راهی برای معرفی آسان دارید؟,13,وفاداری مشتری,4,نه، معمولاً درخواست معرفی نمی‌کنیم.,گاهی از مشتری‌های راضی درخواست معرفی می‌کنیم.,تا حدی مسیر معرفی یا درخواست نظر داریم.,سیستم مشخصی برای تبدیل مشتری راضی به معرفی، نظر یا سوشال پروف داریم.,طراحی قیف بعد از خرید (تشکر، راهنما، پیگیری رضایت، بازخورد، پیشنهاد مکمل، باشگاه مشتریان، برنامهٔ ارجاع) و تبدیل منظم تجربهٔ مشتریان موفق به کیس/نظر/سوشال‌پروف.,وجود مسیر تبدیل مشتری راضی به معرفی را می‌سنجد.,جمع ۵ سؤال (۰ تا ۱۵). ۰–۳ بحرانی: ارتباط پس از خرید قطع می‌شود. ۴–۶ ضعیف: پیگیری واکنشی. ۷–۹ متوسط: پیگیری گاه‌به‌گاه. ۱۰–۱۲ سالم: مسیر پس از خرید مشخص. ۱۳–۱۵ پیشرفته: وفاداری، خرید مجدد و ارجاع سیستمی.,۰ بحرانی: درخواست معرفی نمی‌شود. ۱ ضعیف: درخواست موردی. ۲ متوسط: مسیر معرفی نسبی. ۳ پیشرفته: سیستم مشخص ارجاع/نظر/سوشال‌پروف.,عارضهٔ بعد از خرید. ضعف یعنی قطع ارتباط پس از خرید، نسنجیدن رضایت، اتفاقی‌بودن خرید مجدد، نبود سیستم ارجاع و استفاده‌نکردن از تجربهٔ مشتری راضی. نتیجه: CAC بالا، CLV پایین و نبود تبلیغات دهان‌به‌دهان.
وقتی مشتری از شما نتیجه خوبی می‌گیرد یا راضی است، آیا از تجربه او برای جذب و اعتمادسازی مشتری‌های بعدی استفاده می‌کنید؟,13,وفاداری مشتری,5,نه، تجربه مشتری‌ها جمع‌آوری نمی‌شود.,گاهی رضایت مشتری را منتشر می‌کنیم.,بعضی تجربه‌های خوب را به محتوا یا نمونه تبدیل می‌کنیم.,تجربه مشتری‌های موفق به‌صورت منظم به کیس، محتوا، نظر، معرفی یا مدرک فروش تبدیل می‌شود.,طراحی قیف بعد از خرید (تشکر، راهنما، پیگیری رضایت، بازخورد، پیشنهاد مکمل، باشگاه مشتریان، برنامهٔ ارجاع) و تبدیل منظم تجربهٔ مشتریان موفق به کیس/نظر/سوشال‌پروف.,تبدیل تجربهٔ مشتری موفق به دارایی جذب و اعتمادسازی را می‌سنجد.,جمع ۵ سؤال (۰ تا ۱۵). ۰–۳ بحرانی: ارتباط پس از خرید قطع می‌شود. ۴–۶ ضعیف: پیگیری واکنشی. ۷–۹ متوسط: پیگیری گاه‌به‌گاه. ۱۰–۱۲ سالم: مسیر پس از خرید مشخص. ۱۳–۱۵ پیشرفته: وفاداری، خرید مجدد و ارجاع سیستمی.,۰ بحرانی: تجربه‌ها جمع‌آوری نمی‌شود. ۱ ضعیف: انتشار موردی رضایت. ۲ متوسط: تبدیل بعضی تجربه‌ها به محتوا. ۳ پیشرفته: تبدیل منظم به کیس/محتوا/نظر/مدرک فروش.,عارضهٔ بعد از خرید. ضعف یعنی قطع ارتباط پس از خرید، نسنجیدن رضایت، اتفاقی‌بودن خرید مجدد، نبود سیستم ارجاع و استفاده‌نکردن از تجربهٔ مشتری راضی. نتیجه: CAC بالا، CLV پایین و نبود تبلیغات دهان‌به‌دهان.
اگر مشتری از پیج، سایت، دایرکت، تماس، واتساپ یا فروشنده سؤال بپرسد، معمولاً جواب‌های هماهنگ و واضح می‌گیرد؟,14,یکپارچگی Touchpoint,1,نه، جواب‌ها متفاوت و گاهی متناقض‌اند.,بعضی جواب‌ها هماهنگ‌اند، اما بستگی به فرد دارد.,در بیشتر کانال‌ها جواب‌ها نسبتاً هماهنگ‌اند.,پیام، پاسخ و اطلاعات اصلی در همه کانال‌ها یکدست و مستند است.,ساخت نقشهٔ کامل نقاط تماس با هدف، پیام، کانال، مسئول و حس مطلوب هر نقطه؛ یکدست‌کردن لحن و استاندارد پاسخ، تعریف قدم بعدی هر تماس و پایش/بهینه‌سازی منظم تجربهٔ نقاط تماس.,یکدستی پاسخ و اطلاعات در کانال‌های مختلف را می‌سنجد.,جمع ۵ سؤال (۰ تا ۱۵). ۰–۳ بحرانی: تجربهٔ متناقض و ناهماهنگ. ۴–۶ ضعیف: هماهنگی وابسته به فرد. ۷–۹ متوسط: هماهنگی نسبی. ۱۰–۱۲ سالم: نقاط تماس اصلی تعریف‌شده. ۱۳–۱۵ پیشرفته: نقشهٔ کامل، یکدست و بهینه‌شونده.,۰ بحرانی: جواب‌های متفاوت و متناقض. ۱ ضعیف: وابسته به فرد. ۲ متوسط: نسبتاً هماهنگ. ۳ پیشرفته: پیام و اطلاعات اصلی یکدست و مستند در همهٔ کانال‌ها.,عارضهٔ اجرایی و تجربهٔ مشتری. ضعف یعنی جواب‌های متفاوت و متناقض در کانال‌ها، لحن ناهماهنگ، نامشخص‌بودن قدم بعدی، نبود نقشهٔ نقاط تماس و شناسایی‌نشدن نقاط ریزش تجربه. نتیجه: کاهش اعتماد، ریزش بین مراحل و تصویر غیرحرفه‌ای برند.
وقتی مشتری با شما در جاهای مختلف ارتباط می‌گیرد، لحن و برخورد شما معمولاً یکدست و حرفه‌ای است؟,14,یکپارچگی Touchpoint,2,نه، لحن کاملاً وابسته به فرد یا کانال است.,تا حدی حرفه‌ای است، اما یکدست نیست.,بیشتر نقاط تماس لحن نسبتاً یکسان دارند.,لحن، استاندارد پاسخ و تجربه رفتاری در نقاط تماس اصلی تعریف شده است.,ساخت نقشهٔ کامل نقاط تماس با هدف، پیام، کانال، مسئول و حس مطلوب هر نقطه؛ یکدست‌کردن لحن و استاندارد پاسخ، تعریف قدم بعدی هر تماس و پایش/بهینه‌سازی منظم تجربهٔ نقاط تماس.,یکدستی و حرفه‌ای‌بودن لحن و برخورد در نقاط تماس را می‌سنجد.,جمع ۵ سؤال (۰ تا ۱۵). ۰–۳ بحرانی: تجربهٔ متناقض و ناهماهنگ. ۴–۶ ضعیف: هماهنگی وابسته به فرد. ۷–۹ متوسط: هماهنگی نسبی. ۱۰–۱۲ سالم: نقاط تماس اصلی تعریف‌شده. ۱۳–۱۵ پیشرفته: نقشهٔ کامل، یکدست و بهینه‌شونده.,۰ بحرانی: کاملاً وابسته به فرد/کانال. ۱ ضعیف: حرفه‌ای ولی ناهماهنگ. ۲ متوسط: نسبتاً یکسان. ۳ پیشرفته: لحن و استاندارد پاسخ تعریف‌شده و یکدست.,عارضهٔ اجرایی و تجربهٔ مشتری. ضعف یعنی جواب‌های متفاوت و متناقض در کانال‌ها، لحن ناهماهنگ، نامشخص‌بودن قدم بعدی، نبود نقشهٔ نقاط تماس و شناسایی‌نشدن نقاط ریزش تجربه. نتیجه: کاهش اعتماد، ریزش بین مراحل و تصویر غیرحرفه‌ای برند.
بعد از هر ارتباط با مشتری، معمولاً مشخص است قدم بعدی چیست؟,14,یکپارچگی Touchpoint,3,نه، مشتری اغلب سردرگم می‌ماند.,گاهی قدم بعدی گفته می‌شود.,در بیشتر ارتباط‌ها قدم بعدی مشخص است.,هر نقطه تماس هدف، پیام و قدم بعدی مشخص دارد.,ساخت نقشهٔ کامل نقاط تماس با هدف، پیام، کانال، مسئول و حس مطلوب هر نقطه؛ یکدست‌کردن لحن و استاندارد پاسخ، تعریف قدم بعدی هر تماس و پایش/بهینه‌سازی منظم تجربهٔ نقاط تماس.,تعریف قدم بعدی روشن پس از هر ارتباط/تماس را می‌سنجد.,جمع ۵ سؤال (۰ تا ۱۵). ۰–۳ بحرانی: تجربهٔ متناقض و ناهماهنگ. ۴–۶ ضعیف: هماهنگی وابسته به فرد. ۷–۹ متوسط: هماهنگی نسبی. ۱۰–۱۲ سالم: نقاط تماس اصلی تعریف‌شده. ۱۳–۱۵ پیشرفته: نقشهٔ کامل، یکدست و بهینه‌شونده.,۰ بحرانی: مشتری سردرگم می‌ماند. ۱ ضعیف: گاهی گفته می‌شود. ۲ متوسط: در بیشتر ارتباط‌ها مشخص. ۳ پیشرفته: هر نقطه تماس هدف، پیام و قدم بعدی روشن دارد.,عارضهٔ اجرایی و تجربهٔ مشتری. ضعف یعنی جواب‌های متفاوت و متناقض در کانال‌ها، لحن ناهماهنگ، نامشخص‌بودن قدم بعدی، نبود نقشهٔ نقاط تماس و شناسایی‌نشدن نقاط ریزش تجربه. نتیجه: کاهش اعتماد، ریزش بین مراحل و تصویر غیرحرفه‌ای برند.
آیا از قبل مشخص کرده‌اید مشتری در مسیر آشنایی تا خرید و بعد از خرید، کجاها با شما تماس دارد و در هرجا باید چه تجربه‌ای بگیرد؟,14,یکپارچگی Touchpoint,4,نه، نقاط تماس را ننوشته‌ایم.,بعضی نقاط تماس را می‌شناسیم، اما نقشه کامل نداریم.,نقاط تماس اصلی را مشخص کرده‌ایم.,نقشه کامل نقاط تماس، هدف، پیام، مسئول و حس مطلوب مشتری مشخص است.,ساخت نقشهٔ کامل نقاط تماس با هدف، پیام، کانال، مسئول و حس مطلوب هر نقطه؛ یکدست‌کردن لحن و استاندارد پاسخ، تعریف قدم بعدی هر تماس و پایش/بهینه‌سازی منظم تجربهٔ نقاط تماس.,وجود نقشهٔ از پیش طراحی‌شدهٔ نقاط تماس و تجربهٔ مطلوب را می‌سنجد.,جمع ۵ سؤال (۰ تا ۱۵). ۰–۳ بحرانی: تجربهٔ متناقض و ناهماهنگ. ۴–۶ ضعیف: هماهنگی وابسته به فرد. ۷–۹ متوسط: هماهنگی نسبی. ۱۰–۱۲ سالم: نقاط تماس اصلی تعریف‌شده. ۱۳–۱۵ پیشرفته: نقشهٔ کامل، یکدست و بهینه‌شونده.,۰ بحرانی: نقاط تماس ننوشته و ذهنی. ۱ ضعیف: شناخت بدون نقشهٔ کامل. ۲ متوسط: نقاط تماس اصلی مشخص. ۳ پیشرفته: نقشهٔ کامل با هدف، پیام، مسئول و حس مطلوب.,عارضهٔ اجرایی و تجربهٔ مشتری. ضعف یعنی جواب‌های متفاوت و متناقض در کانال‌ها، لحن ناهماهنگ، نامشخص‌بودن قدم بعدی، نبود نقشهٔ نقاط تماس و شناسایی‌نشدن نقاط ریزش تجربه. نتیجه: کاهش اعتماد، ریزش بین مراحل و تصویر غیرحرفه‌ای برند.
وقتی مشتری در ارتباط با شما سردرگم، ناراضی یا معطل می‌شود، آیا متوجه می‌شوید و آن نقطه را اصلاح می‌کنید؟,14,یکپارچگی Touchpoint,5,نه، معمولاً فقط وقتی شکایت جدی شود می‌فهمیم.,گاهی متوجه می‌شویم، اما اصلاح سیستماتیک نیست.,بیشتر مشکلات تجربه مشتری را شناسایی و اصلاح می‌کنیم.,تجربه نقاط تماس به‌صورت منظم پایش، بازخوردگیری و بهینه‌سازی می‌شود.,ساخت نقشهٔ کامل نقاط تماس با هدف، پیام، کانال، مسئول و حس مطلوب هر نقطه؛ یکدست‌کردن لحن و استاندارد پاسخ، تعریف قدم بعدی هر تماس و پایش/بهینه‌سازی منظم تجربهٔ نقاط تماس.,پایش و اصلاح نقاط نارضایتی و سردرگمی در تجربهٔ مشتری را می‌سنجد.,جمع ۵ سؤال (۰ تا ۱۵). ۰–۳ بحرانی: تجربهٔ متناقض و ناهماهنگ. ۴–۶ ضعیف: هماهنگی وابسته به فرد. ۷–۹ متوسط: هماهنگی نسبی. ۱۰–۱۲ سالم: نقاط تماس اصلی تعریف‌شده. ۱۳–۱۵ پیشرفته: نقشهٔ کامل، یکدست و بهینه‌شونده.,۰ بحرانی: فقط با شکایت جدی فهمیده می‌شود. ۱ ضعیف: شناسایی بدون اصلاح سیستماتیک. ۲ متوسط: شناسایی و اصلاح بیشتر مشکلات. ۳ پیشرفته: پایش، بازخوردگیری و بهینه‌سازی منظم.,عارضهٔ اجرایی و تجربهٔ مشتری. ضعف یعنی جواب‌های متفاوت و متناقض در کانال‌ها، لحن ناهماهنگ، نامشخص‌بودن قدم بعدی، نبود نقشهٔ نقاط تماس و شناسایی‌نشدن نقاط ریزش تجربه. نتیجه: کاهش اعتماد، ریزش بین مراحل و تصویر غیرحرفه‌ای برند.
وقتی یک مشتری جدید با شما تماس می‌گیرد یا پیام می‌دهد، معمولاً می‌دانید اولین بار از کجا با شما آشنا شده؟,15,شفافیت مسیر فروش,1,نه، معمولاً نمی‌دانیم از کجا آمده.,گاهی از خودش می‌پرسیم، اما جایی ثبت نمی‌کنیم.,بیشتر وقت‌ها می‌دانیم از کدام کانال آمده.,دقیق ثبت می‌کنیم و بعداً بررسی می‌کنیم کدام کانال فروش بیشتری ساخته.,ترسیم مسیر واقعی مشتری از اولین مواجهه تا خرید و بعد از آن، ثبت منبع ورود هر مشتری، تعریف قدم بعدی هر مرحله، شناسایی نقاط ریزش و اتصال هر فعالیت بازاریابی به یک مرحلهٔ مشخص قیف.,شناخت منبع ورود مشتریان به قیف را می‌سنجد.,جمع ۵ سؤال (۰ تا ۱۵). ۰–۳ بحرانی: فروش کاملاً حدسی. ۴–۶ ضعیف: مسیر پراکنده و ذهنی. ۷–۹ متوسط: مسیر تا حدی روشن. ۱۰–۱۲ سالم: مسیر مشخص و قابل پیگیری. ۱۳–۱۵ پیشرفته: مسیر شفاف، داده‌محور و قابل پیش‌بینی.,۰ بحرانی: منبع ورود کاملاً نامشخص. ۱ ضعیف: حدس کلی. ۲ متوسط: ثبت نسبی منبع. ۳ پیشرفته: منبع ورود هر مشتری مشخص و ثبت‌شده.,عارضهٔ استراتژیک و بنیادی قیف. ضعف یعنی نامشخص‌بودن منبع ورود مشتری، نامعلوم‌بودن قدم بعدی، ناشناخته‌بودن نقطهٔ ریزش، پراکندگی فعالیت‌های بازاریابی و غیرقابل‌پیش‌بینی‌بودن فروش. نتیجه: فروش حدسی، CAC بالا و تصمیم‌گیری بدون داده.
وقتی مشتری برای اولین بار شما را می‌بیند، قدم بعدی برایش واضح است؟,15,شفافیت مسیر فروش,2,نه، معمولاً فقط ما را می‌بیند و معلوم نیست بعدش باید چه کار کند.,تا حدی مشخص است، ولی همیشه واضح نیست.,در بیشتر جاها قدم بعدی مشخص است.,در همه کانال‌های اصلی، قدم بعدی کاملاً واضح است و مشتری سردرگم نمی‌شود.,ترسیم مسیر واقعی مشتری از اولین مواجهه تا خرید و بعد از آن، ثبت منبع ورود هر مشتری، تعریف قدم بعدی هر مرحله، شناسایی نقاط ریزش و اتصال هر فعالیت بازاریابی به یک مرحلهٔ مشخص قیف.,روشن‌بودن مسیر و قدم بعدی پس از اولین مواجههٔ مشتری را می‌سنجد.,جمع ۵ سؤال (۰ تا ۱۵). ۰–۳ بحرانی: فروش کاملاً حدسی. ۴–۶ ضعیف: مسیر پراکنده و ذهنی. ۷–۹ متوسط: مسیر تا حدی روشن. ۱۰–۱۲ سالم: مسیر مشخص و قابل پیگیری. ۱۳–۱۵ پیشرفته: مسیر شفاف، داده‌محور و قابل پیش‌بینی.,۰ بحرانی: مسیر بعدی نامشخص. ۱ ضعیف: گاهی روشن. ۲ متوسط: در بیشتر موارد مشخص. ۳ پیشرفته: قدم بعدی هر مرحله تعریف‌شده.,عارضهٔ استراتژیک و بنیادی قیف. ضعف یعنی نامشخص‌بودن منبع ورود مشتری، نامعلوم‌بودن قدم بعدی، ناشناخته‌بودن نقطهٔ ریزش، پراکندگی فعالیت‌های بازاریابی و غیرقابل‌پیش‌بینی‌بودن فروش. نتیجه: فروش حدسی، CAC بالا و تصمیم‌گیری بدون داده.
